ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
217086_at	2.38E-01	1.02E-01	-1.659967	-5.04972	-0.6951531	CHRNB3	cholinergic receptor nicotinic beta 3 subunit
217351_at	2.38E-01	1.03E-01	1.659659	-5.0502	0.7486363		
220881_at	2.38E-01	1.03E-01	-1.659482	-5.05048	-0.492663		
210347_s_at	2.38E-01	1.03E-01	1.659411	-5.05059	0.3841636	BCL11A	B-cell CLL/lymphoma 11A
212315_s_at	2.38E-01	1.03E-01	-1.659102	-5.05107	-0.6856928	NUP210	nucleoporin 210
206935_at	2.38E-01	1.03E-01	-1.65894	-5.05132	-0.8770498	PCDH8	protocadherin 8
207508_at	2.38E-01	1.03E-01	1.658928	-5.05134	0.3733894	ATP5G3	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)"
202143_s_at	2.38E-01	1.03E-01	1.658887	-5.05141	0.4521628	COPS8	COP9 signalosome subunit 8
219276_x_at	2.38E-01	1.03E-01	1.658798	-5.05154	0.513975	CAAP1	caspase activity and apoptosis inhibitor 1
218143_s_at	2.39E-01	1.03E-01	-1.658528	-5.05197	-0.2446102	SCAMP2	secretory carrier membrane protein 2
207006_s_at	2.39E-01	1.03E-01	-1.658478	-5.05204	-0.426672	CCDC106	coiled-coil domain containing 106
217110_s_at	2.39E-01	1.03E-01	-1.658267	-5.05237	-0.830352	MUC4	"mucin 4, cell surface associated"
208480_s_at	2.39E-01	1.03E-01	-1.658151	-5.05255	-0.4578342	LOC101930322///ABCC6	multidrug resistance-associated protein 6-like///ATP binding cassette subfamily C member 6
205213_at	2.39E-01	1.03E-01	1.658151	-5.05256	0.3142594	ACAP1	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
203753_at	2.39E-01	1.03E-01	1.657986	-5.05281	0.5558776	TCF4	transcription factor 4
204561_x_at	2.39E-01	1.03E-01	1.657874	-5.05299	0.5357158	APOC4-APOC2///APOC4///APOC2	APOC4-APOC2 readthrough (NMD candidate)///apolipoprotein C4///apolipoprotein C2
220830_at	2.39E-01	1.03E-01	-1.6578	-5.0531	-0.7698291	IMPG2	interphotoreceptor matrix proteoglycan 2
206682_at	2.39E-01	1.03E-01	-1.657739	-5.0532	-0.5056366	CLEC10A	C-type lectin domain family 10 member A
202257_s_at	2.39E-01	1.03E-01	1.657671	-5.0533	0.5737284	CD2BP2	CD2 cytoplasmic tail binding protein 2
213175_s_at	2.39E-01	1.03E-01	1.657579	-5.05345	0.409397	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
204687_at	2.39E-01	1.03E-01	-1.657518	-5.05354	-0.3195335	PARM1	prostate androgen-regulated mucin-like protein 1
202679_at	2.39E-01	1.03E-01	1.657397	-5.05373	0.3239135	NPC1	NPC intracellular cholesterol transporter 1
221331_x_at	2.39E-01	1.03E-01	-1.656981	-5.05438	-0.7347533	CTLA4	cytotoxic T-lymphocyte associated protein 4
207868_at	2.39E-01	1.03E-01	1.656831	-5.05461	0.4988669	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit
219625_s_at	2.39E-01	1.03E-01	1.65662	-5.05494	0.6800366	COL4A3BP	collagen type IV alpha 3 binding protein
204135_at	2.39E-01	1.03E-01	-1.656362	-5.05535	-0.4904402	FILIP1L	filamin A interacting protein 1 like
203463_s_at	2.39E-01	1.03E-01	-1.65617	-5.05565	-0.3878335	EPN2-IT1///EPN2	EPN2 intronic transcript 1///epsin 2
201384_s_at	2.39E-01	1.03E-01	1.6561	-5.05576	0.3678507	NBR1	"NBR1, autophagy cargo receptor"
205361_s_at	2.39E-01	1.03E-01	1.655561	-5.0566	0.4550442	PFDN4	prefoldin subunit 4
213125_at	2.39E-01	1.03E-01	1.655527	-5.05665	0.6145992	OLFML2B	olfactomedin like 2B
219849_at	2.39E-01	1.03E-01	-1.655507	-5.05668	-0.6057921	ZNF671	zinc finger protein 671
208789_at	2.39E-01	1.03E-01	1.655492	-5.0567	0.4322212	PTRF	polymerase I and transcript release factor
205695_at	2.39E-01	1.03E-01	-1.655438	-5.05679	-0.3291186	SDS	serine dehydratase
208521_at	2.39E-01	1.03E-01	-1.655258	-5.05707	-0.7420049	OR5I1	olfactory receptor family 5 subfamily I member 1
221959_at	2.40E-01	1.03E-01	1.655062	-5.05737	0.6840032	FAM110B	family with sequence similarity 110 member B
214725_at	2.40E-01	1.04E-01	1.654544	-5.05818	0.8128283	SBSPON	somatomedin B and thrombospondin type 1 domain containing
205640_at	2.40E-01	1.04E-01	1.654221	-5.05868	0.6054042	ALDH3B1	aldehyde dehydrogenase 3 family member B1
215705_at	2.40E-01	1.04E-01	-1.65377	-5.05939	-0.5600416	PPP5C	protein phosphatase 5 catalytic subunit
217788_s_at	2.40E-01	1.04E-01	1.653085	-5.06045	0.3020355	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
214752_x_at	2.40E-01	1.04E-01	1.653071	-5.06048	0.335013	FLNA	filamin A
210014_x_at	2.40E-01	1.04E-01	-1.652974	-5.06063	-0.2568078	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta
212440_at	2.40E-01	1.04E-01	1.652782	-5.06093	0.2194569	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
203978_at	2.40E-01	1.04E-01	-1.65273	-5.06101	-0.2511935	NUBP1	nucleotide binding protein 1
212016_s_at	2.41E-01	1.04E-01	1.652424	-5.06148	0.4873776	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
214579_at	2.41E-01	1.04E-01	1.652308	-5.06166	0.5880147	NIPAL3	NIPA like domain containing 3
213012_at	2.41E-01	1.04E-01	1.652292	-5.06169	0.3904098	NEDD4	"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase"
215609_at	2.41E-01	1.04E-01	-1.652167	-5.06188	-0.7791192		
208631_s_at	2.41E-01	1.04E-01	-1.652089	-5.062	-0.3991245	HADHA	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"
213577_at	2.41E-01	1.04E-01	-1.652035	-5.06209	-0.5801057	SQLE	squalene epoxidase
219775_s_at	2.41E-01	1.04E-01	-1.652027	-5.0621	-0.527141	CPLX3	complexin 3
209764_at	2.41E-01	1.04E-01	-1.651966	-5.0622	-0.7150275	MGAT3	"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"
217081_at	2.41E-01	1.04E-01	-1.65184	-5.06239	-0.628578	OR2H2	olfactory receptor family 2 subfamily H member 2
203389_at	2.41E-01	1.04E-01	-1.651816	-5.06243	-0.4098498	KIF3C	kinesin family member 3C
210295_at	2.41E-01	1.04E-01	-1.651774	-5.0625	-0.4123272	MAGEA10	MAGE family member A10
216476_at	2.41E-01	1.04E-01	-1.651618	-5.06274	-0.591099		
205739_x_at	2.41E-01	1.04E-01	1.65161	-5.06275	0.4986057	ZNF107	zinc finger protein 107
208581_x_at	2.41E-01	1.04E-01	1.651532	-5.06287	0.5130151	MT1X	metallothionein 1X
203227_s_at	2.41E-01	1.04E-01	1.651391	-5.06309	0.4331556	TSPAN31	tetraspanin 31
215479_at	2.41E-01	1.04E-01	-1.65137	-5.06312	-0.3215661		
221304_at	2.41E-01	1.04E-01	-1.651304	-5.06323	-0.4349129	UGT1A3///UGT1A1///UGT1A9///UGT1A5///UGT1A8	UDP glucuronosyltransferase family 1 member A3///UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A5///UDP glucuronosyltransferase family 1 member A8
218156_s_at	2.41E-01	1.04E-01	1.651201	-5.06339	0.6408863	TSR1	"TSR1, ribosome maturation factor"
210762_s_at	2.41E-01	1.04E-01	-1.650905	-5.06385	-0.6537899	DLC1	DLC1 Rho GTPase activating protein
221603_at	2.41E-01	1.04E-01	-1.650638	-5.06426	-0.5497862	PEX16	peroxisomal biogenesis factor 16
220357_s_at	2.41E-01	1.04E-01	-1.650608	-5.06431	-0.4233498	SGK2	"SGK2, serine/threonine kinase 2"
204659_s_at	2.41E-01	1.04E-01	1.650601	-5.06432	0.6899249	GFER	"growth factor, augmenter of liver regeneration"
207045_at	2.41E-01	1.04E-01	-1.650373	-5.06467	-0.6554527	VPS50	"VPS50, EARP/GARPII complex subunit"
205452_at	2.41E-01	1.04E-01	1.650281	-5.06482	0.2382089	PIGB	phosphatidylinositol glycan anchor biosynthesis class B
211514_at	2.41E-01	1.05E-01	-1.650008	-5.06524	-0.6777655	DSTYK	dual serine/threonine and tyrosine protein kinase
215861_at	2.41E-01	1.05E-01	-1.650008	-5.06524	-0.466719	LOC101927770	uncharacterized LOC101927770
211942_x_at	2.41E-01	1.05E-01	1.649754	-5.06564	0.4187183	RPL13AP5///RPL13AP6///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A	"ribosomal protein L13a pseudogene 5///ribosomal protein L13a pseudogene 6///small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a"
208490_x_at	2.41E-01	1.05E-01	1.649713	-5.0657	0.763405	HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG	"histone cluster 1, H2bc///histone cluster 1, H2bi///histone cluster 1, H2be///histone cluster 1, H2bf///histone cluster 1, H2bg"
210739_x_at	2.41E-01	1.05E-01	-1.649147	-5.06658	-0.2996912	SLC4A4	solute carrier family 4 member 4
215717_s_at	2.42E-01	1.05E-01	-1.648904	-5.06696	-0.7318798	FBN2	fibrillin 2
212675_s_at	2.42E-01	1.05E-01	-1.648812	-5.0671	-0.3898532	CEP68	centrosomal protein 68
221852_at	2.42E-01	1.05E-01	-1.64863	-5.06738	-0.410124		
207070_at	2.42E-01	1.05E-01	-1.648395	-5.06775	-0.6502477	RGR	retinal G protein coupled receptor
211324_s_at	2.42E-01	1.05E-01	-1.648229	-5.068	-0.7914162	RGPD6///RGPD8///RGPD3///RGPD4///RGPD5	RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5
207892_at	2.42E-01	1.05E-01	-1.64814	-5.06814	-0.4905449	CD40LG	CD40 ligand
208548_at	2.42E-01	1.05E-01	1.648113	-5.06818	0.5750965	IFNA6///IFNA5	interferon alpha 6///interferon alpha 5
213277_at	2.42E-01	1.05E-01	-1.647997	-5.06837	-0.8301069	ZFP36L1	ZFP36 ring finger protein like 1
215867_x_at	2.42E-01	1.05E-01	1.647891	-5.06853	0.6977733	CA12	carbonic anhydrase 12
212906_at	2.42E-01	1.05E-01	-1.647813	-5.06865	-0.3083172	GRAMD1B	GRAM domain containing 1B
221793_at	2.42E-01	1.05E-01	-1.647735	-5.06877	-0.4686542	DOCK6	dedicator of cytokinesis 6
217472_at	2.42E-01	1.05E-01	-1.647623	-5.06895	-0.6245389		
205650_s_at	2.42E-01	1.05E-01	-1.647485	-5.06916	-0.5470605	FGA	fibrinogen alpha chain
212180_at	2.42E-01	1.05E-01	-1.647383	-5.06932	-0.3660677	CRKL	"CRK like proto-oncogene, adaptor protein"
208183_at	2.42E-01	1.05E-01	-1.64729	-5.06946	-0.7506921	TACR3	tachykinin receptor 3
209357_at	2.42E-01	1.05E-01	1.647199	-5.0696	0.6942377	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
218582_at	2.42E-01	1.05E-01	1.647119	-5.06973	0.2918045	5-Mar	membrane associated ring-CH-type finger 5
208482_at	2.42E-01	1.05E-01	-1.647101	-5.06976	-0.5859816	SSTR1	somatostatin receptor 1
206136_at	2.42E-01	1.05E-01	-1.647085	-5.06978	-0.3408417	FZD5	frizzled class receptor 5
215954_s_at	2.42E-01	1.05E-01	1.64699	-5.06993	0.5299363	CACTIN	"cactin, spliceosome C complex subunit"
207606_s_at	2.42E-01	1.05E-01	1.646946	-5.07	0.4561334	ARHGAP12	Rho GTPase activating protein 12
208479_at	2.42E-01	1.05E-01	-1.646521	-5.07066	-0.4891833	KCNA1	potassium voltage-gated channel subfamily A member 1
207420_at	2.42E-01	1.05E-01	-1.646468	-5.07074	-0.7921497	COLEC10	collectin subfamily member 10
207651_at	2.42E-01	1.05E-01	-1.646397	-5.07085	-0.7846752	GPR171	G protein-coupled receptor 171
209876_at	2.42E-01	1.05E-01	1.646204	-5.07115	0.4902701	GIT2	GIT ArfGAP 2
221741_s_at	2.42E-01	1.05E-01	-1.645837	-5.07172	-0.231443	YTHDF1	YTH N6-methyladenosine RNA binding protein 1
208072_s_at	2.42E-01	1.05E-01	-1.645604	-5.07208	-0.4012168	DGKD	diacylglycerol kinase delta
209038_s_at	2.42E-01	1.05E-01	-1.645593	-5.0721	-0.8760084	EHD1	EH domain containing 1
219768_at	2.42E-01	1.05E-01	-1.645371	-5.07244	-0.7395201	VTCN1	V-set domain containing T cell activation inhibitor 1
206718_at	2.42E-01	1.05E-01	-1.645307	-5.07254	-0.4321886	LMO1	LIM domain only 1
212468_at	2.42E-01	1.05E-01	1.645271	-5.0726	0.3845311	SPAG9	sperm associated antigen 9
210180_s_at	2.43E-01	1.06E-01	1.64473	-5.07343	0.8193752	TRA2B	transformer 2 beta homolog (Drosophila)
203919_at	2.43E-01	1.06E-01	1.644541	-5.07373	0.7099415	TCEA2	transcription elongation factor A2
208910_s_at	2.43E-01	1.06E-01	1.644526	-5.07375	0.541598	C1QBP	complement C1q binding protein
202361_at	2.43E-01	1.06E-01	1.643808	-5.07486	0.2568538	SEC24C	"SEC24 homolog C, COPII coat complex component"
213715_s_at	2.43E-01	1.06E-01	-1.64342	-5.07546	-0.5808396	KANK3	KN motif and ankyrin repeat domains 3
210913_at	2.43E-01	1.06E-01	-1.643414	-5.07547	-0.6191541	CDH20	cadherin 20
201275_at	2.43E-01	1.06E-01	1.643391	-5.07551	0.4739869	FDPS	farnesyl diphosphate synthase
215703_at	2.43E-01	1.06E-01	-1.643318	-5.07562	-0.900971	CFTR	cystic fibrosis transmembrane conductance regulator
211886_s_at	2.43E-01	1.06E-01	-1.643222	-5.07577	-0.4560559	TBX5	T-box 5
202182_at	2.43E-01	1.06E-01	1.6431	-5.07596	0.2614581	KAT2A	lysine acetyltransferase 2A
204704_s_at	2.43E-01	1.06E-01	-1.642973	-5.07616	-0.9467765	ALDOB	"aldolase, fructose-bisphosphate B"
212147_at	2.43E-01	1.06E-01	-1.642909	-5.07625	-0.6122707	SMG5	"SMG5, nonsense mediated mRNA decay factor"
217007_s_at	2.43E-01	1.06E-01	-1.642694	-5.07659	-0.6673333	ADAM15	ADAM metallopeptidase domain 15
219179_at	2.43E-01	1.06E-01	-1.64261	-5.07672	-0.4976562	DACT1	dishevelled binding antagonist of beta catenin 1
217464_at	2.43E-01	1.06E-01	-1.642561	-5.07679	-0.8084532		
205490_x_at	2.43E-01	1.06E-01	-1.642407	-5.07703	-0.5878185	GJB3	gap junction protein beta 3
202502_at	2.44E-01	1.06E-01	1.642216	-5.07733	0.3934185	ACADM	"acyl-CoA dehydrogenase, C-4 to C-12 straight chain"
207350_s_at	2.44E-01	1.06E-01	-1.642165	-5.07741	-0.317051	VAMP4	vesicle associated membrane protein 4
204757_s_at	2.44E-01	1.06E-01	-1.642117	-5.07748	-0.527186	C2CD2L	C2CD2 like
211362_s_at	2.44E-01	1.06E-01	-1.64187	-5.07786	-0.4850785	SERPINB13	serpin family B member 13
208844_at	2.44E-01	1.06E-01	-1.641538	-5.07838	-0.3666534	VDAC3	voltage dependent anion channel 3
201185_at	2.44E-01	1.06E-01	1.641505	-5.07843	0.5785869	HTRA1	HtrA serine peptidase 1
213530_at	2.44E-01	1.06E-01	1.641407	-5.07858	0.5094164	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
221601_s_at	2.44E-01	1.06E-01	-1.64134	-5.07868	-0.6164467	FCMR	Fc fragment of IgM receptor
203239_s_at	2.44E-01	1.06E-01	-1.64115	-5.07898	-0.4546066	CNOT3	CCR4-NOT transcription complex subunit 3
201245_s_at	2.44E-01	1.06E-01	1.640763	-5.07958	0.4833677	LOC101927673///OTUB1	"uncharacterized LOC101927673///OTU deubiquitinase, ubiquitin aldehyde binding 1"
215515_at	2.44E-01	1.06E-01	1.640606	-5.07982	0.5291599		
204467_s_at	2.44E-01	1.07E-01	-1.640268	-5.08034	-0.5156766	SNCA	synuclein alpha
216067_at	2.44E-01	1.07E-01	-1.640214	-5.08043	-0.7374374		
204288_s_at	2.44E-01	1.07E-01	1.639796	-5.08107	0.9538301	SORBS2	sorbin and SH3 domain containing 2
220270_at	2.44E-01	1.07E-01	-1.639715	-5.0812	-0.8496646	RNF17	ring finger protein 17
204953_at	2.44E-01	1.07E-01	-1.639481	-5.08156	-0.6544652	SNAP91	synaptosome associated protein 91
200839_s_at	2.44E-01	1.07E-01	1.639439	-5.08162	0.4461217	CTSB	cathepsin B
203052_at	2.45E-01	1.07E-01	-1.639134	-5.08209	-0.4711754	C2	complement component 2
210382_at	2.45E-01	1.07E-01	-1.638979	-5.08233	-0.590943	SCTR	secretin receptor
205853_at	2.45E-01	1.07E-01	-1.638962	-5.08236	-0.4102778	ZBTB7B	zinc finger and BTB domain containing 7B
201996_s_at	2.45E-01	1.07E-01	1.638951	-5.08238	0.7272135	SPEN	spen family transcriptional repressor
219907_at	2.45E-01	1.07E-01	-1.638821	-5.08258	-0.2967726	FRS3	fibroblast growth factor receptor substrate 3
219396_s_at	2.45E-01	1.07E-01	-1.638567	-5.08297	-0.4299175	MIR631///NEIL1	microRNA 631///nei like DNA glycosylase 1
210912_x_at	2.45E-01	1.07E-01	-1.638467	-5.08312	-0.2722323	GSTM4	glutathione S-transferase mu 4
216421_at	2.45E-01	1.07E-01	-1.638384	-5.08325	-0.4433666		
205528_s_at	2.45E-01	1.07E-01	1.638268	-5.08343	0.9012541	RUNX1T1	RUNX1 translocation partner 1
211827_s_at	2.45E-01	1.07E-01	-1.63817	-5.08358	-0.7297041	KCND3	potassium voltage-gated channel subfamily D member 3
214710_s_at	2.45E-01	1.07E-01	1.638169	-5.08359	0.7052743	CCNB1	cyclin B1
219536_s_at	2.45E-01	1.07E-01	-1.638042	-5.08378	-0.6120451	ZFP64	ZFP64 zinc finger protein
213194_at	2.45E-01	1.07E-01	1.637828	-5.08411	0.611203	ROBO1	roundabout guidance receptor 1
210504_at	2.45E-01	1.07E-01	-1.63779	-5.08417	-0.5098004	KLF1	Kruppel like factor 1
213629_x_at	2.45E-01	1.07E-01	1.637635	-5.08441	0.4474273	MT1F	metallothionein 1F
206612_at	2.45E-01	1.07E-01	-1.637604	-5.08446	-0.5419203	CACNG1	calcium voltage-gated channel auxiliary subunit gamma 1
201854_s_at	2.45E-01	1.07E-01	1.637548	-5.08454	0.2449032	ATMIN	ATM interactor
209285_s_at	2.45E-01	1.07E-01	1.637209	-5.08507	0.3144597	FAM208A	family with sequence similarity 208 member A
215146_s_at	2.45E-01	1.07E-01	-1.637056	-5.0853	-0.331491	TTC28	tetratricopeptide repeat domain 28
218462_at	2.45E-01	1.07E-01	-1.6368	-5.0857	-0.3797482	RPF1	ribosome production factor 1 homolog
210368_at	2.45E-01	1.07E-01	-1.636501	-5.08616	-0.6101229	PCDHGA8	"protocadherin gamma subfamily A, 8"
214740_at	2.45E-01	1.07E-01	-1.636162	-5.08668	-0.461342	UPK3BL///POLR2J3///POLR2J2///POLR2J	uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J
217531_at	2.46E-01	1.07E-01	-1.635798	-5.08724	-0.649779		
222026_at	2.46E-01	1.07E-01	-1.635745	-5.08733	-0.4869805	RBM3	"RNA binding motif (RNP1, RRM) protein 3"
221125_s_at	2.46E-01	1.08E-01	1.635547	-5.08763	0.5100443	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3
201592_at	2.46E-01	1.08E-01	1.635435	-5.0878	0.297233	EIF3H	eukaryotic translation initiation factor 3 subunit H
220702_at	2.46E-01	1.08E-01	-1.635381	-5.08789	-0.8309611		
221752_at	2.46E-01	1.08E-01	-1.63532	-5.08798	-0.2618699	SSH1	slingshot protein phosphatase 1
201718_s_at	2.46E-01	1.08E-01	-1.635123	-5.08829	-0.5576806	EPB41L2	erythrocyte membrane protein band 4.1 like 2
204376_at	2.46E-01	1.08E-01	-1.634895	-5.08864	-0.7217153	DCAF1	DDB1 and CUL4 associated factor 1
202332_at	2.46E-01	1.08E-01	1.63481	-5.08877	0.5705324	LOC400927-CSNK1E///CSNK1E	LOC400927-CSNK1E readthrough///casein kinase 1 epsilon
212232_at	2.46E-01	1.08E-01	1.634606	-5.08908	0.3087447	FNBP4	formin binding protein 4
216706_x_at	2.46E-01	1.08E-01	-1.634447	-5.08933	-0.563248	SKAP2///IGHG1	src kinase associated phosphoprotein 2///immunoglobulin heavy constant gamma 1 (G1m marker)
219575_s_at	2.46E-01	1.08E-01	1.634387	-5.08942	0.3586299	COG8///PDF	component of oligomeric golgi complex 8///peptide deformylase (mitochondrial)
215014_at	2.46E-01	1.08E-01	1.633785	-5.09035	1.2650119	KCND3	potassium voltage-gated channel subfamily D member 3
210018_x_at	2.46E-01	1.08E-01	1.633756	-5.09039	0.4140309	MALT1	MALT1 paracaspase
207763_at	2.46E-01	1.08E-01	-1.633563	-5.09069	-0.7359114	S100A5	S100 calcium binding protein A5
202990_at	2.46E-01	1.08E-01	-1.633539	-5.09073	-0.3453555	PYGL	"phosphorylase, glycogen, liver"
205358_at	2.46E-01	1.08E-01	-1.633353	-5.09101	-0.4892194	GRIA2	glutamate ionotropic receptor AMPA type subunit 2
50400_at	2.46E-01	1.08E-01	-1.63331	-5.09108	-0.4317321	PAOX	polyamine oxidase (exo-N4-amino)
207327_at	2.46E-01	1.08E-01	-1.633184	-5.09127	-0.7221913	EYA4	EYA transcriptional coactivator and phosphatase 4
207021_at	2.46E-01	1.08E-01	-1.633154	-5.09132	-0.4110289	ZPBP	zona pellucida binding protein
217346_at	2.46E-01	1.08E-01	1.63307	-5.09145	0.3061956		
214329_x_at	2.46E-01	1.08E-01	-1.632922	-5.09168	-0.6287022	TNFSF10	tumor necrosis factor superfamily member 10
213028_at	2.46E-01	1.08E-01	1.6328	-5.09186	0.528945	NFRKB	nuclear factor related to kappaB binding protein
217319_x_at	2.47E-01	1.08E-01	-1.632642	-5.09211	-0.6994456	CYP4A22///CYP4A11	cytochrome P450 family 4 subfamily A member 22///cytochrome P450 family 4 subfamily A member 11
217607_x_at	2.47E-01	1.08E-01	1.63212	-5.09291	0.7338118	EIF4G2	eukaryotic translation initiation factor 4 gamma 2
216865_at	2.47E-01	1.08E-01	-1.632114	-5.09292	-0.4556058	COL14A1	collagen type XIV alpha 1 chain
217799_x_at	2.47E-01	1.08E-01	1.632082	-5.09297	0.4716894	UBE2H	ubiquitin conjugating enzyme E2 H
202684_s_at	2.47E-01	1.08E-01	-1.632051	-5.09302	-0.4964548	RNMT	RNA guanine-7 methyltransferase
216192_at	2.47E-01	1.08E-01	-1.631824	-5.09337	-0.6834418	FABP7	fatty acid binding protein 7
222119_s_at	2.47E-01	1.08E-01	1.631694	-5.09357	0.3501238	FBXO11	F-box protein 11
221457_s_at	2.47E-01	1.08E-01	-1.631584	-5.09374	-0.6148987	BTNL2	butyrophilin like 2
202841_x_at	2.47E-01	1.08E-01	1.631463	-5.09392	0.3876679	OGFR	opioid growth factor receptor
215782_at	2.47E-01	1.08E-01	-1.631205	-5.09432	-0.6740108	RAB40AL	"RAB40A, member RAS oncogene family-like"
220195_at	2.47E-01	1.08E-01	-1.631132	-5.09443	-0.2666922	MBD5	methyl-CpG binding domain protein 5
211645_x_at	2.47E-01	1.08E-01	-1.631007	-5.09462	-1.3508455		
204042_at	2.47E-01	1.09E-01	-1.630814	-5.09492	-0.446628	WASF3	WAS protein family member 3
206012_at	2.47E-01	1.09E-01	-1.630785	-5.09497	-0.4293767	LEFTY1///LEFTY2	left-right determination factor 1///left-right determination factor 2
208136_s_at	2.47E-01	1.09E-01	-1.630379	-5.09559	-0.5765233	ZNF205-AS1	ZNF205 antisense RNA 1
210282_at	2.47E-01	1.09E-01	-1.630352	-5.09563	-0.8629124	ZMYM2	zinc finger MYM-type containing 2
203470_s_at	2.47E-01	1.09E-01	1.630229	-5.09582	0.5524761	PLEK	pleckstrin
212671_s_at	2.47E-01	1.09E-01	-1.629999	-5.09617	-0.9981701	LOC100509457///HLA-DQA2///HLA-DQA1	"HLA class II histocompatibility antigen, DQ alpha 1 chain-like///major histocompatibility complex, class II, DQ alpha 2///major histocompatibility complex, class II, DQ alpha 1"
214114_x_at	2.47E-01	1.09E-01	1.629792	-5.09649	0.5052645	FASTK	Fas activated serine/threonine kinase
202306_at	2.48E-01	1.09E-01	1.629368	-5.09714	0.2255377	POLR2G	RNA polymerase II subunit G
222000_at	2.48E-01	1.09E-01	1.629292	-5.09726	0.3202328	C1orf174	chromosome 1 open reading frame 174
52731_at	2.48E-01	1.09E-01	1.629248	-5.09733	0.4194477	AMBRA1	autophagy and beclin 1 regulator 1
204804_at	2.48E-01	1.09E-01	-1.629032	-5.09766	-0.2156657	TRIM21	tripartite motif containing 21
202701_at	2.48E-01	1.09E-01	1.628937	-5.09781	0.4718047	BMP1	bone morphogenetic protein 1
222038_s_at	2.48E-01	1.09E-01	-1.628607	-5.09831	-0.3840214	UTP18	"UTP18, small subunit processome component"
218836_at	2.48E-01	1.09E-01	1.628408	-5.09862	0.3892973	TRIM39-RPP21///RPP21///TRIM39	TRIM39-RPP21 readthrough///ribonuclease P/MRP subunit p21///tripartite motif containing 39
